location,target_end_date,horizon,reference_date,wis,model_id,target
roanoke,2026-02-07,1,2026-02-07,3.784150461753209,ACCIDDA-InfluPaint,Flu ED visits pct
virginia,2026-02-07,1,2026-02-07,0.8444910033543906,ACCIDDA-InfluPaint,Flu ED visits pct
nyc,2026-02-07,1,2026-02-07,2.3966032079524466,ACCIDDA-InfluPaint,Flu ED visits pct
nenc,2026-02-07,1,2026-02-07,0.36587279919121013,ACCIDDA-InfluPaint,Flu ED visits pct
senc,2026-02-07,1,2026-02-07,0.5085720005631447,ACCIDDA-InfluPaint,Flu ED visits pct
fay-area,2026-02-07,1,2026-02-07,1.351384434584113,ACCIDDA-InfluPaint,Flu ED visits pct
rtp-area,2026-02-07,1,2026-02-07,0.15981699786252446,ACCIDDA-InfluPaint,Flu ED visits pct
triad-area,2026-02-07,1,2026-02-07,0.18026795736617512,ACCIDDA-InfluPaint,Flu ED visits pct
wnc,2026-02-07,1,2026-02-07,0.38249716464016187,ACCIDDA-InfluPaint,Flu ED visits pct
clt-area,2026-02-07,1,2026-02-07,0.6592659054779343,ACCIDDA-InfluPaint,Flu ED visits pct
north-carolina,2026-02-07,1,2026-02-07,0.43272110786702905,ACCIDDA-InfluPaint,Flu ED visits pct
portland-or,2026-02-07,1,2026-02-07,2.0870811849832536,ACCIDDA-InfluPaint,Flu ED visits pct
salem,2026-02-07,1,2026-02-07,4.817685891654756,ACCIDDA-InfluPaint,Flu ED visits pct
deschutes,2026-02-07,1,2026-02-07,2.611232673476139,ACCIDDA-InfluPaint,Flu ED visits pct
eugene,2026-02-07,1,2026-02-07,4.8680069485720665,ACCIDDA-InfluPaint,Flu ED visits pct
medford,2026-02-07,1,2026-02-07,5.858564719342523,ACCIDDA-InfluPaint,Flu ED visits pct
oregon,2026-02-07,1,2026-02-07,4.982347688310676,ACCIDDA-InfluPaint,Flu ED visits pct
denver,2026-02-14,3,2026-02-14,0.28318347230139707,ACCIDDA-InfluPaint,Flu ED visits pct
mesa,2026-02-14,3,2026-02-14,0.2733233733019895,ACCIDDA-InfluPaint,Flu ED visits pct
colorado-springs,2026-02-14,3,2026-02-14,0.4101130348112846,ACCIDDA-InfluPaint,Flu ED visits pct
weld,2026-02-14,3,2026-02-14,0.12976395119395523,ACCIDDA-InfluPaint,Flu ED visits pct
boulder,2026-02-14,3,2026-02-14,0.3989677666872742,ACCIDDA-InfluPaint,Flu ED visits pct
larimer,2026-02-14,3,2026-02-14,0.24494224071088772,ACCIDDA-InfluPaint,Flu ED visits pct
colorado,2026-02-14,3,2026-02-14,0.2397154544914763,ACCIDDA-InfluPaint,Flu ED visits pct
savannah,2026-02-14,3,2026-02-14,2.2122392029874027,ACCIDDA-InfluPaint,Flu ED visits pct
floyd,2026-02-14,3,2026-02-14,0.9299657961871056,ACCIDDA-InfluPaint,Flu ED visits pct
hall,2026-02-14,3,2026-02-14,0.25945584395693416,ACCIDDA-InfluPaint,Flu ED visits pct
marietta,2026-02-14,3,2026-02-14,0.3607626007994017,ACCIDDA-InfluPaint,Flu ED visits pct
